🇨🇳央 视,#genre#
CCTV7,http://125.125.233.211:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://61.138.128.226:19901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://60.4.9.191:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://60.4.9.222:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://60.4.9.239:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://125.42.150.68:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://125.43.244.109:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.6.165.112:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://101.74.28.23:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.4.9.191:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.4.9.222:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://60.4.9.239:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://59.32.97.35:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://221.13.235.40:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://221.13.235.58:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://119.164.81.66:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://101.74.28.23:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://60.4.9.239:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://60.4.9.222:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://119.164.81.66:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.13.235.40:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://112.6.165.112:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://221.13.235.4:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://221.13.235.40:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://60.4.9.93:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://59.32.97.35:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://101.74.28.23:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://119.164.81.66:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://112.6.165.112:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://112.6.165.112:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://60.4.9.222:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://60.4.9.239:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://119.164.81.66:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://221.13.235.40:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://113.220.233.43:9999/tsfile/live/0012_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.193.168.137:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.4.9.191:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.4.9.239:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.193.168.72:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://60.4.9.222:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.13.235.40:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://221.193.168.54:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.4.9.239:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.4.9.222:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://183.131.246.250:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://125.125.233.211:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://60.4.9.93:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://221.13.235.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://101.74.28.23:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://59.32.97.35:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://101.74.28.23:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.235.4:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://221.13.235.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://125.42.150.209:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://60.4.9.239:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://60.4.9.222:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://60.4.9.191:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://60.4.9.239:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://139.209.36.235:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://60.4.9.93:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://144.52.162.152:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://112.234.21.153:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://14.212.185.235:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVCCTV文化精品,http://59.32.97.35:9901/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVnews,http://144.52.162.152:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV世界地理,http://59.32.97.35:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://59.32.97.35:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV教育,http://58.53.152.59:9901/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV教育,http://58.53.155.27:9901/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV电影,http://123.13.29.123:9901/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://59.32.97.35:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV精品,http://112.234.21.153:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://59.32.97.35:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://59.32.97.35:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV高尔夫.网球,http://59.32.97.35:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV兵器科技,http://139.209.36.235:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV兵器科技,http://112.234.21.153:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,http://223.105.252.60/PLTV/4/224/3221228049/index.m3u8?servicetype=1$223
CCTV2,http://223.105.252.60/PLTV/4/224/3221228118/index.m3u8?servicetype=1$223
CCTV3,http://223.105.252.60/PLTV/4/224/3221228237/index.m3u8?servicetype=1$223
CCTV3,http://223.105.252.60/PLTV/4/224/3221228188/index.m3u8?servicetype=1$223
CCTV4,http://223.105.252.60/PLTV/4/224/3221228156/index.m3u8?servicetype=1$223
CCTV5,http://223.105.252.60/PLTV/4/224/3221228173/index.m3u8?servicetype=1$223
CCTV5+,http://223.105.252.60/PLTV/4/224/3221228076/index.m3u8?servicetype=1$223
CCTV5+,http://223.105.252.60/PLTV/4/224/3221228114/index.m3u8?servicetype=1$223
CCTV6,http://223.105.252.60/PLTV/4/224/3221228185/index.m3u8?servicetype=1$223
CCTV6,http://223.105.252.60/PLTV/4/224/3221228196/index.m3u8?servicetype=1$223
CCTV8,http://223.105.252.60/PLTV/4/224/3221228079/index.m3u8?servicetype=1$223
CCTV9,http://223.105.252.60/PLTV/4/224/3221228723/index.m3u8?servicetype=1$223
CCTV2,http://223.105.252.60/PLTV/4/224/3221228720/index.m3u8?servicetype=1$223
CCTV16,http://223.105.252.60/PLTV/4/224/3221228314/index.m3u8?servicetype=1$223
CCTV16,http://223.105.252.60/PLTV/4/224/3221228320/index.m3u8?servicetype=1$223
CCTV6,http://223.105.252.60/PLTV/4/224/3221228516/index.m3u8?servicetype=1$223

CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]/wh7f454c46tw3252572940_-481357165/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1668593752&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0a_80&popid=40&hms_devid=2036&prioritypopid=40&vqe=3$移动ipv6
CCTV2,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3589111099_-1793408755/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1668594088&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3$移动ipv6
CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw3746132328_-1754088424/ott.mobaibox.com/PLTV/3/224/3221228126/index.m3u8?icpid=3&RTS=1668594245&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3$移动ipv6
CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3772680253_-1555628407/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1668594272&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3$移动ipv6
CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw3847208563_882248521/ott.mobaibox.com/PLTV/3/224/3221228179/index.m3u8?icpid=3&RTS=1668594346&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3$移动ipv6
CCTV5+,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228277/index.m3u8
CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb13]/wh7f454c46tw3940641123_459833286/ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8?icpid=3&RTS=1668594440&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3$移动ipv6
CCTV7,http://[2409:8087:2001:20:2800:0:df6e:eb26]/wh7f454c46tw3984282630_1427246842/ott.mobaibox.com/PLTV/3/224/3221228283/index.m3u8?icpid=3&RTS=1668594483&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$移动ipv6
CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4086984004_1136880123/ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8?icpid=3&RTS=1668594586&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3$移动ipv6
CCTV9,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw4254168827_1850088835/ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8?icpid=3&RTS=1668594753&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$移动ipv6
CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw30319478_-185824076/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1668594824&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3$移动ipv6
CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$移动ipv6
CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw185877003_-533945400/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8?icpid=3&RTS=1668594980&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$移动ipv6
CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw259647455_-1559913959/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8?icpid=3&RTS=1668595054&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3$移动ipv6
CCTV14,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw340147088_1594094424/ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8?icpid=3&RTS=1668595134&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$移动ipv6
CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw434828587_188325560/ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8?icpid=3&RTS=1668595229&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$移动ipv6
CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw456909575_2098882473/ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8?icpid=3&RTS=1668595251&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3$移动ipv6
CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw483903016_-67353299/ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8?icpid=3&RTS=1668595278&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3$移动ipv6

CCTV1,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8$39回看
CCTV2,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$39回看
CCTV3,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$39回看
CCTV4,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226007/index.m3u8$39回看
CCTV5,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$39回看
CCTV5+,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$39回看
CCTV6,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$39回看
CCTV7,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$39回看
CCTV8,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$39回看
CCTV9,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$39回看
CCTV10,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$39回看
CCTV11,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$39回看
CCTV12,http://39.134.67.2:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$39回看
CCTV13,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$39回看
CCTV14,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$39回看
CCTV15,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$39回看
CCTV16,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$39回看
CCTV17,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$39回看

CCTV1,http://39.135.133.167/wh7f454c46tw2432025760_-1329101561/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$wh7回看
CCTV2,http://39.135.133.176/wh7f454c46tw2622471537_2091783107/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8$wh7回看
CCTV3,http://39.135.133.162/wh7f454c46tw2676563180_-1030116792/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$wh7回看
CCTV5,http://39.135.133.157/wh7f454c46tw2742470901_-1583507080/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$wh7回看
CCTV7,http://39.135.133.158/wh7f454c46tw2878791451_-1468632501/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$wh7回看
CCTV8,http://39.135.133.172/wh7f454c46tw2917249403_607571412/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$wh7回看
CCTV9,http://39.135.133.177/wh7f454c46tw2949178150_1539017046/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$wh7回看
CCTV10,http://39.135.133.179/wh7f454c46tw2978656234_-263061604/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$wh7回看
CCTV11,http://39.135.133.174/wh7f454c46tw3025732740_236201208/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$wh7回看
CCTV12,http://39.135.133.167/wh7f454c46tw3054000941_-190080959/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$wh7回看
CCTV16,http://39.135.133.181/wh7f454c46tw3179531539_1574960566/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$wh7回看
CCTV17,http://39.135.133.172/wh7f454c46tw3203531499_171507867/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$wh7回看

CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8$移动|回看
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8$移动|回看
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8$移动|回看
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8$移动|回看
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8$移动|回看
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8$移动|回看
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8$移动|回看
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8$移动|回看
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8$移动|回看
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8$移动|回看
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8$移动|回看
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8$移动|回看
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8$移动|回看
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8$移动|回看
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8$移动|回看
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8$移动|回看
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8$移动|回看
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8$移动|回看
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$移动高清
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221226123/1.m3u8$移动高清
